B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,id,plot,ndvi,evi,savi,msi,bsi,ndbi,nbi,bal,mbi,ndsoil,blfei
670.5,766.5,1017.0,1279.0,1456.0,1566.0,1620.0,1707.0,1788.5,1924.5,2664.0,2355.0,9,2,0.14333556597454788,0.2945021674809055,0.20465385403565733,1.5606326889279438,0.22901893555676772,0.2189430336307481,1996.04920913884,2236.0,0.292149866190901,0.39679715302491103,-0.26425690105196553
702.0,864.0,1094.0,1377.0,1600.0,1734.0,1924.0,1945.0,2093.0,1906.0,2917.0,2522.0,9,2,0.17098133654425046,0.38090128755364805,0.24412989536567833,1.4997429305912597,0.20906659158102212,0.19991772932949403,2065.1460154241645,2349.0,0.29008667388949083,0.39491150442477874,-0.2734284051222352
702.0,864.0,1094.0,1377.0,1600.0,1734.0,1924.0,1945.0,2093.0,1906.0,2917.0,2522.0,9,2,0.17098133654425046,0.38090128755364805,0.24412989536567833,1.4997429305912597,0.20906659158102212,0.19991772932949403,2065.1460154241645,2349.0,0.29008667388949083,0.39491150442477874,-0.2734284051222352
702.0,1076.0,1403.0,1727.0,1745.0,2012.0,1997.0,2236.0,2125.0,1906.0,2932.0,2585.0,9,2,0.12843805198082262,0.2809671009052771,0.18338973232262576,1.3112701252236136,0.16898757997741815,0.1346749226006192,2264.5635062611805,2423.0,0.25635237972397784,0.29638916750250754,-0.21232168699607196
702.0,940.0,1116.0,1337.0,1634.0,1802.0,1888.0,2026.0,2113.0,1906.0,2804.0,2310.0,9,2,0.2048765982753494,0.5743581193731244,0.29252655326648885,1.3840078973346495,0.1653299563810328,0.16107660455486542,1850.4185587364263,2115.0,0.2854341736694678,0.34851138353765326,-0.27696394686907017
702.0,940.0,1116.0,1337.0,1634.0,1802.0,1888.0,2026.0,2113.0,1906.0,2804.0,2310.0,9,2,0.2048765982753494,0.5743581193731244,0.29252655326648885,1.3840078973346495,0.1653299563810328,0.16107660455486542,1850.4185587364263,2115.0,0.2854341736694678,0.34851138353765326,-0.27696394686907017
658.0,808.0,1066.0,1205.0,1474.0,1715.0,1871.0,1882.0,2028.0,1812.0,2647.0,2217.0,9,2,0.2193067703271785,0.5543727481166066,0.3131266542895899,1.406482465462274,0.1776215224701926,0.16891145948332964,1694.8113708820404,1970.0,0.28476134005336495,0.3505939689308559,-0.2778180062756457
658.0,808.0,1066.0,1205.0,1474.0,1715.0,1871.0,1882.0,2028.0,1812.0,2647.0,2217.0,9,2,0.2193067703271785,0.5543727481166066,0.3131266542895899,1.406482465462274,0.1776215224701926,0.16891145948332964,1694.8113708820404,1970.0,0.28476134005336495,0.3505939689308559,-0.2778180062756457
640.0,775.5,1065.5,1302.5,1473.5,1622.0,1766.5,1849.5,1902.5,1733.0,2648.5,2293.0,9,2,0.17354060913705585,0.35526401246996164,0.24778234427558693,1.4320086509867531,0.20164233576642335,0.1776345042240996,1865.191267910246,2101.5,0.28000294507436313,0.3654905463748697,-0.2605401975171538
640.0,775.5,1065.5,1302.5,1473.5,1622.0,1766.5,1849.5,1902.5,1733.0,2648.5,2293.0,9,2,0.17354060913705585,0.35526401246996164,0.24778234427558693,1.4320086509867531,0.20164233576642335,0.1776345042240996,1865.191267910246,2101.5,0.28000294507436313,0.3654905463748697,-0.2605401975171538
702.0,850.0,1068.0,1289.0,1536.0,1730.0,1827.0,1893.0,1961.0,1906.0,2869.0,2523.0,9,2,0.18981772470144564,0.46418690439594223,0.2710232564570196,1.5155837295298469,0.205042747427909,0.20495590088198237,1953.5874273639724,2265.0,0.28764584763212075,0.4051796157059315,-0.27634017943204564
702.0,850.0,1068.0,1289.0,1536.0,1730.0,1827.0,1893.0,1961.0,1906.0,2869.0,2523.0,9,2,0.18981772470144564,0.46418690439594223,0.2710232564570196,1.5155837295298469,0.205042747427909,0.20495590088198237,1953.5874273639724,2265.0,0.28764584763212075,0.4051796157059315,-0.27634017943204564
702.0,823.0,1043.0,1203.0,1512.0,1674.0,1882.0,1945.0,1967.0,1906.0,2839.0,2490.0,9,2,0.23570520965692504,0.6200902557245529,0.3365412834595551,1.4596401028277635,0.18707782672540382,0.18687290969899664,1755.9470437017994,2097.0,0.28058839703051963,0.40956694027738466,-0.28529389572172337
702.0,705.0,906.0,1092.0,1312.0,1546.0,1716.0,1718.0,1835.0,1906.0,2615.0,2186.0,9,2,0.22277580071174377,0.5245517010222893,0.31807539634532533,1.5221187427240979,0.20946166394779772,0.20701592430186938,1662.1536670547148,1989.0,0.30227028685381196,0.4139715394566624,-0.3043478260869565
702.0,705.0,906.0,1092.0,1312.0,1546.0,1716.0,1718.0,1835.0,1906.0,2615.0,2186.0,9,2,0.22277580071174377,0.5245517010222893,0.31807539634532533,1.5221187427240979,0.20946166394779772,0.20701592430186938,1662.1536670547148,1989.0,0.30227028685381196,0.4139715394566624,-0.3043478260869565
658.0,681.0,827.0,978.0,1200.0,1463.0,1567.0,1638.0,1774.0,1812.0,2411.0,2025.0,9,2,0.25229357798165136,0.6876432590122943,0.3602162948875337,1.471916971916972,0.1874562018220042,0.19091133613237837,1439.5347985347985,1751.0,0.29387553506750086,0.42005610098176716,-0.30760191629756845
658.0,681.0,827.0,978.0,1200.0,1463.0,1567.0,1638.0,1774.0,1812.0,2411.0,2025.0,9,2,0.25229357798165136,0.6876432590122943,0.3602162948875337,1.471916971916972,0.1874562018220042,0.19091133613237837,1439.5347985347985,1751.0,0.29387553506750086,0.42005610098176716,-0.30760191629756845
640.0,553.0,722.0,884.5,1146.5,1351.0,1502.0,1490.5,1607.5,1733.0,2350.0,1957.5,9,2,0.2551578947368421,0.5714824594492645,0.3642998230213671,1.5766521301576653,0.22565365668813944,0.22379898450722563,1394.548809124455,1744.0,0.31062435322525006,0.46109348759096846,-0.32843414358394574
640.0,553.0,722.0,884.5,1146.5,1351.0,1502.0,1490.5,1607.5,1733.0,2350.0,1957.5,9,2,0.2551578947368421,0.5714824594492645,0.3642998230213671,1.5766521301576653,0.22565365668813944,0.22379898450722563,1394.548809124455,1744.0,0.31062435322525006,0.46109348759096846,-0.32843414358394574
459.0,634.0,773.0,1152.0,1073.0,1078.0,1097.0,1165.0,1035.0,702.0,1095.0,916.0,4,3,0.0056107034958998705,0.009780318988865484,0.008010604860215723,0.9399141630901288,0.11072664359861592,-0.030973451327433628,1082.7811158798283,1082.0,0.18954659949622166,0.08466548253404381,-0.07247796278158668
459.0,634.0,773.0,1152.0,1073.0,1078.0,1097.0,1165.0,1035.0,702.0,1095.0,916.0,4,3,0.0056107034958998705,0.009780318988865484,0.008010604860215723,0.9399141630901288,0.11072664359861592,-0.030973451327433628,1082.7811158798283,1082.0,0.18954659949622166,0.08466548253404381,-0.07247796278158668
459.0,502.0,576.0,705.0,907.0,872.0,857.0,721.0,852.0,702.0,860.0,824.0,4,3,0.011220196353436185,0.03369839932603201,0.016017632856337647,1.1927877947295422,0.12266857962697274,0.08791903858317521,840.9153952843274,844.0,0.21517671517671516,0.17714285714285713,-0.10138740661686237
459.0,502.0,576.0,705.0,907.0,872.0,857.0,721.0,852.0,702.0,860.0,824.0,4,3,0.011220196353436185,0.03369839932603201,0.016017632856337647,1.1927877947295422,0.12266857962697274,0.08791903858317521,840.9153952843274,844.0,0.21517671517671516,0.17714285714285713,-0.10138740661686237
459.0,451.0,487.0,559.0,558.0,569.0,558.0,605.0,581.0,702.0,662.0,647.0,4,3,0.03951890034364261,0.19913419913419914,0.05641224704318343,1.094214876033058,0.07246376811594203,0.04498816101026046,611.6661157024794,616.0,0.19174503657262276,0.14109347442680775,-0.07964120684968737
459.0,451.0,487.0,559.0,558.0,569.0,558.0,605.0,581.0,702.0,662.0,647.0,4,3,0.03951890034364261,0.19913419913419914,0.05641224704318343,1.094214876033058,0.07246376811594203,0.04498816101026046,611.6661157024794,616.0,0.19174503657262276,0.14109347442680775,-0.07964120684968737
449.0,392.0,497.0,586.0,669.0,742.0,761.0,659.0,726.0,670.0,868.0,826.0,4,3,0.058634538152610445,0.1476537216828479,0.08370134604328792,1.3171471927162368,0.16087824351297406,0.13686967910936476,771.8482549317147,795.0,0.23778155546111346,0.24867724867724866,-0.15399955683580763
449.0,392.0,497.0,586.0,669.0,742.0,761.0,659.0,726.0,670.0,868.0,826.0,4,3,0.058634538152610445,0.1476537216828479,0.08370134604328792,1.3171471927162368,0.16087824351297406,0.13686967910936476,771.8482549317147,795.0,0.23778155546111346,0.24867724867724866,-0.15399955683580763
449.0,742.0,891.0,1099.0,1086.0,984.0,1026.0,1124.0,979.0,670.0,1141.0,1174.0,4,3,0.011246063877642825,0.029015784586815224,0.016056287858208135,1.0151245551601424,0.0910862152946907,0.0075055187637969095,1115.6218861209964,1116.0,0.16356498982262285,0.137046004842615,-0.03931987247608923
449.0,459.0,590.0,719.0,774.0,853.0,857.0,799.0,808.0,670.0,1012.0,1007.0,4,3,0.052700922266139656,0.11965300628178284,0.07523570429417792,1.2665832290362953,0.15824690531950486,0.11761457758144671,910.6733416770963,932.0,0.2182398864442867,0.26111458985597996,-0.13452914798206278
449.0,459.0,590.0,719.0,774.0,853.0,857.0,799.0,808.0,670.0,1012.0,1007.0,4,3,0.052700922266139656,0.11965300628178284,0.07523570429417792,1.2665832290362953,0.15824690531950486,0.11761457758144671,910.6733416770963,932.0,0.2182398864442867,0.26111458985597996,-0.13452914798206278
424.0,386.0,450.0,553.0,592.0,584.0,585.0,611.0,620.0,683.0,787.0,810.0,4,3,0.04982817869415808,0.14009661835748793,0.07112848540227476,1.288052373158756,0.1467693624304664,0.12589413447782546,712.2929623567921,729.0,0.2128623188405797,0.2857142857142857,-0.13128893148059412
424.0,386.0,450.0,553.0,592.0,584.0,585.0,611.0,620.0,683.0,787.0,810.0,4,3,0.04982817869415808,0.14009661835748793,0.07112848540227476,1.288052373158756,0.1467693624304664,0.12589413447782546,712.2929623567921,729.0,0.2128623188405797,0.2857142857142857,-0.13128893148059412
424.0,404.0,464.0,563.0,615.0,618.0,651.0,627.0,676.0,683.0,807.0,811.0,4,3,0.05378151260504202,0.1639344262295082,0.07677238774625596,1.2870813397129186,0.1411911703456893,0.12552301255230125,724.6267942583733,743.0,0.21893095768374166,0.27215686274509804,-0.13688659309697115
424.0,404.0,464.0,563.0,615.0,618.0,651.0,627.0,676.0,683.0,807.0,811.0,4,3,0.05378151260504202,0.1639344262295082,0.07677238774625596,1.2870813397129186,0.1411911703456893,0.12552301255230125,724.6267942583733,743.0,0.21893095768374166,0.27215686274509804,-0.13688659309697115
424.0,421.0,555.0,663.0,777.0,748.0,776.0,730.0,740.0,683.0,930.0,932.0,4,3,0.04809763101220388,0.10796003867225265,0.06866232055046977,1.273972602739726,0.16107871720116618,0.12048192771084337,844.6438356164383,863.0,0.21759259259259262,0.2535305985205111,-0.12955465587044537
522.0,474.0,542.0,669.0,704.0,720.0,731.0,727.0,737.0,844.0,880.0,885.0,4,3,0.04154727793696275,0.12215669755686606,0.059311328618446485,1.2104539202200826,0.12654545454545454,0.09520846297448662,809.7936726272352,822.0,0.20626003210272875,0.24036440084092503,-0.1148648648648649
522.0,474.0,542.0,669.0,704.0,720.0,731.0,727.0,737.0,844.0,880.0,885.0,4,3,0.04154727793696275,0.12215669755686606,0.059311328618446485,1.2104539202200826,0.12654545454545454,0.09520846297448662,809.7936726272352,822.0,0.20626003210272875,0.24036440084092503,-0.1148648648648649
522.0,440.0,526.0,622.0,670.0,645.0,688.0,659.0,712.0,844.0,851.0,862.0,4,3,0.02888368462138954,0.0847069597069597,0.04123212541008936,1.291350531107739,0.14541213063763608,0.1271523178807947,803.2200303490137,814.0,0.21753794266441823,0.2420749279538905,-0.11900065746219593
522.0,440.0,526.0,622.0,670.0,645.0,688.0,659.0,712.0,844.0,851.0,862.0,4,3,0.02888368462138954,0.0847069597069597,0.04123212541008936,1.291350531107739,0.14541213063763608,0.1271523178807947,803.2200303490137,814.0,0.21753794266441823,0.2420749279538905,-0.11900065746219593
459.0,511.0,586.0,833.0,860.0,889.0,830.0,884.0,850.0,702.0,894.0,826.0,4,3,0.0297029702970297,0.06217995610826628,0.04240527113800403,1.01131221719457,0.10634208840486867,0.00562429696287964,842.4230769230769,843.0,0.18663594470046085,0.16997167138810199,-0.0886949462147351
459.0,511.0,586.0,833.0,860.0,889.0,830.0,884.0,850.0,702.0,894.0,826.0,4,3,0.0297029702970297,0.06217995610826628,0.04240527113800403,1.01131221719457,0.10634208840486867,0.00562429696287964,842.4230769230769,843.0,0.18663594470046085,0.16997167138810199,-0.0886949462147351
459.0,489.0,550.0,662.0,695.0,697.0,665.0,706.0,688.0,702.0,783.0,748.0,4,3,0.03216374269005848,0.10874938210578348,0.04591545919843791,1.1090651558073654,0.0946969696969697,0.051712558764271326,734.2011331444759,739.0,0.20004470272686636,0.15254237288135594,-0.09027616616384308
459.0,489.0,550.0,662.0,695.0,697.0,665.0,706.0,688.0,702.0,783.0,748.0,4,3,0.03216374269005848,0.10874938210578348,0.04591545919843791,1.1090651558073654,0.0946969696969697,0.051712558764271326,734.2011331444759,739.0,0.20004470272686636,0.15254237288135594,-0.09027616616384308
459.0,434.0,466.0,521.0,564.0,560.0,580.0,536.0,563.0,702.0,675.0,652.0,4,3,0.014191106906338695,0.09191176470588236,0.020256698328396824,1.2593283582089552,0.10433979686057249,0.1147811725846408,656.1100746268656,660.0,0.2246376811594203,0.16636851520572452,-0.10534934497816589
459.0,434.0,466.0,521.0,564.0,560.0,580.0,536.0,563.0,702.0,675.0,652.0,4,3,0.014191106906338695,0.09191176470588236,0.020256698328396824,1.2593283582089552,0.10433979686057249,0.1147811725846408,656.1100746268656,660.0,0.2246376811594203,0.16636851520572452,-0.10534934497816589
449.0,440.0,467.0,571.0,634.0,698.0,660.0,618.0,649.0,670.0,823.0,762.0,4,3,0.03952901597981497,0.15771812080536912,0.05642712295321784,1.331715210355987,0.1370309951060359,0.14226231783483692,760.4093851132686,776.0,0.24716295960054468,0.24003254678600489,-0.1567111735769501
449.0,440.0,467.0,571.0,634.0,698.0,660.0,618.0,649.0,670.0,823.0,762.0,4,3,0.03952901597981497,0.15771812080536912,0.05642712295321784,1.331715210355987,0.1370309951060359,0.14226231783483692,760.4093851132686,776.0,0.24716295960054468,0.24003254678600489,-0.1567111735769501
449.0,531.0,633.0,779.0,854.0,778.0,809.0,816.0,777.0,670.0,1026.0,1069.0,4,3,0.023197492163009405,0.06131919124958568,0.033117132205276574,1.2573529411764706,0.1453045685279188,0.11400651465798045,979.4779411764706,989.0,0.2049124012366884,0.25616921269095183,-0.10739341608202914
449.0,589.0,715.0,864.0,870.0,987.0,970.0,919.0,954.0,670.0,1155.0,1166.0,4,3,0.030846887268648347,0.08152979543433145,0.04403878373559235,1.2568008705114255,0.14488233626311312,0.11378977820636452,1085.8759521218717,1100.0,0.21296296296296297,0.23976608187134502,-0.11594202898550725
449.0,589.0,715.0,864.0,870.0,987.0,970.0,919.0,954.0,670.0,1155.0,1166.0,4,3,0.030846887268648347,0.08152979543433145,0.04403878373559235,1.2568008705114255,0.14488233626311312,0.11378977820636452,1085.8759521218717,1100.0,0.21296296296296297,0.23976608187134502,-0.11594202898550725
424.0,528.0,638.0,736.0,817.0,877.0,896.0,812.0,883.0,683.0,1030.0,1041.0,4,3,0.04909560723514212,0.14972419227738376,0.07008914847832769,1.2684729064039408,0.13715389568576947,0.11834961997828447,933.5960591133005,954.0,0.21453347207769685,0.24002382370458605,-0.1226158038147139
424.0,528.0,638.0,736.0,817.0,877.0,896.0,812.0,883.0,683.0,1030.0,1041.0,4,3,0.04909560723514212,0.14972419227738376,0.07008914847832769,1.2684729064039408,0.13715389568576947,0.11834961997828447,933.5960591133005,954.0,0.21453347207769685,0.24002382370458605,-0.1226158038147139
424.0,485.0,585.0,715.0,750.0,739.0,784.0,778.0,811.0,683.0,936.0,900.0,4,3,0.04219691895512391,0.11002444987775062,0.06023993121864595,1.2030848329048842,0.13315030885380919,0.09218203033838973,860.2056555269922,873.0,0.21614384085692423,0.21212121212121213,-0.12140575079872201
424.0,485.0,585.0,715.0,750.0,739.0,784.0,778.0,811.0,683.0,936.0,900.0,4,3,0.04219691895512391,0.11002444987775062,0.06023993121864595,1.2030848329048842,0.13315030885380919,0.09218203033838973,860.2056555269922,873.0,0.21614384085692423,0.21212121212121213,-0.12140575079872201
424.0,410.0,484.0,582.0,660.0,684.0,699.0,642.0,713.0,683.0,859.0,841.0,4,3,0.049019607843137254,0.14150943396226415,0.06997553143181959,1.338006230529595,0.1560369033293221,0.14457028647568287,778.7196261682243,799.0,0.2335610589239966,0.26943396226415095,-0.14942016057091886
